[train, telephone]	查一下那个南京到昆明的火车。拨打陈艾电话	O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O O O B-PER I-PER O O
[stock, train]	永高股份的股票。帮我查一下临海到上海的火车	B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O I-LOC O B-LOC I-LOC O O O
[video, cookbook]	我想看喜羊羊。红烧鱼块。	O O O O O O O O O O O O
[video, schedule]	13年的电影。给我定一个8:10的闹钟。	O O O O O O O O O O O O O O O O O O O O
[music, chat]	来一首月亮惹的祸。笨笨你的底层是基于什么算法啊	O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O
[tvchannel, music]	CCTV6电影高清。找一首歌叫斑马斑马	O O O O O O O O O O O O O O O O O O O
[map, calc]	从连云港到北京该怎么走。根下25	O B-LOC I-LOC I-LOC O B-LOC I-LOC O O O O O O O O O
[train, chat]	帮我查一下洛阳到赣州的火车。漂亮和丑你是哪个	O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O O
[contacts, cookbook]	新建联系人18622625490。做蛋挞怎么做	O O O O O O O O O O O O O O O O O O O O O O O
[cookbook, stock]	狗肉怎么做？。零零二三零六的股票	O O O O O O O O O O O O O O O O
[health, video]	如何治疗龟头炎。。请帮我查找一下奥特曼大电影	O O O O O O O O O O O O O O O O B-PER I-PER I-PER O O O
[tvchannel, chat]	帮我调到安徽卫视。你喜欢什么啊	O O O O B-ORG I-ORG I-ORG I-ORG O O O O O O O
[stock, contacts]	中国太保股票。新建联系人张三电话号码一二三四五	B-ORG I-ORG I-ORG I-ORG O O O O O O O O B-PER I-PER O O O O O O O O O
[cookbook, telephone]	你真笨，是四喜丸子怎么做了。。给吴方婷打电话	O O O O O B-ORG I-ORG O O O O O O O O O B-PER I-PER I-PER O O O
[news, chat]	搜索最新新闻。谁制造的你啊	O O O O O O O O O O O O O
[poetry, telephone]	家，背首沁园春雪。。幺三八五幺二九二四幺四	O O O O B-LOC I-LOC O O O O O O O O O O O O O O O
[cookbook, news]	夫妻肺片怎么做？。讯飞语音我想知道山东省东营市今天的新闻。	O O O O O O O O O O O O O O O O O B-LOC I-LOC I-LOC B-LOC I-LOC I-LOC O O O O O O
[epg, riddle]	帮我查找一下今天晚上有什么电视节目？。讲一个谜语和答案。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
[schedule, telephone]	给我定一个8:10的闹钟。。给小鱼打电话	O O O O O O O O O O O O O O O O O O O O
[telephone, chat]	打电话陈雪莉。还是想知道你能做些什么	O O O B-PER I-PER I-PER O O O O O O O O O O O O
[health, epg]	发烧。。今晚有什么节目啊？	O O O O O O O O O O O O O
[app, bus]	把uc打开啊。宁波到岳阳的汽车。	O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O
[flight, poetry]	帮我查一下深圳到桂林后天的机票。恶念首唐诗。	O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O O
[telephone, video]	打电话给小女儿。最美的时光	O O O O O O O O O O O O O
[cookbook, news]	西红柿炒蛋怎么煮？。搜索最新新闻	O O O O O O O O O O O O O O O O
[cookbook, video]	鸽子，怎么做最好吃？。情债	O O O O O O O O O O O O O
[chat]	明天想吃啥呀。你忍心吗	O O O O O O O O O O O
[chat, translation]	那你喜欢做机器人么。我正在睡觉用英语怎么说	O O O O O O O O O O O O O O O O O O O O O
[epg, chat]	安安昨天11:07的风华国乐。你啥时候出现的	B-PER I-PER O O O O O O O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O
[bus, chat]	济南去聊城的汽车。。你是男生还是女生	B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O O O
[app, website]	下载汉化软件。我想上网易	O O O O O O O O O O O O
[message, translation]	呃发信息给周玉豪。出租车的英文怎么说	O O O O O B-PER I-PER I-PER O O O O O O O O O O
[video, tvchannel]	乌鸦二电视没。就是很想看一下大众影院	O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG
[contacts, translation]	周慧的电话。。阴精英语怎么说	B-PER I-PER O O O O O O O O O O O O
[cookbook, telephone]	啥婆豆腐的制作方法。拨打幺零零八六一一	O O O O O O O O O O O O O O O O O O O
[health, music]	胃溃疡。。我要点一首小星星	O O O O O O O O O O O O O
[video, cookbook]	风车第十五集。酱茄条做法。	O O O O O O O O O O O O O
[news, health]	今天惠州新闻。。胃溃疡。	O O B-LOC I-LOC I-ORG I-ORG O O O O O O
[chat, health]	为什么你是机器人。肾积水怎么治？	O O O O O O O O O O O O O O O O
[weather, chat]	大连天气。你也是什么	B-LOC I-LOC O O O O O O O O
[music, chat]	听时间煮雨这首歌。你能帮我写作业吗	O O O O O O O O O O O O O O O O O
[tvchannel, chat]	浙江台。你说啥呢好恶心	B-ORG I-ORG I-ORG O O O O O O O O
[flight, poetry]	八月十号从重庆到武汉的航班。仓央嘉措的诗词。	O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O B-PER I-PER I-PER I-PER O O O O
[video, translation]	独立纵队电视剧。我不吃英文怎么讲	B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O
[calc, schedule]	15加上2的平方。把在1607的会议修改到1608	O O O O O O O O O O O O O O O O O O O O O O O O O
[contacts, video]	新建联系人张雨号码是五六七。有什么新电影	O O O O O B-PER I-PER O O O O O O O O O O O O O
[chat, epg]	为什么工数大物学不会。找找非诚勿扰什么时候结束	O O O O O O O O O O O O O O O O O O O O O O O
[stock, chat]	股票零零零零零二。我觉得什么	O O O O O O O O O O O O O O
[chat]	你是男生还是女生。我在想怎么回去比较好	O O O O O O O O O O O O O O O O O O O
[stock, telephone]	讯飞科技股票价格。呼叫零二二二九一一四八六	B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O
[novel, flight]	搜索小说校园全能高手。。后天去武汉的航班	O O O O O O O O O O O O O O O B-LOC I-LOC O O O
[epg, datetime]	给我看看什么时候有播盛夏晚晴天。看看现在几点几分	O O O O O O O O O O O O O O O O O O O O O O O O
[cookbook, chat]	海参怎么做？。你爸爸好吗	O O O O O O O O O O O O
[message, flight]	发短信给贤想快点给我送早饭开门我饿死了。查一下从南京到上海的航班	O O O O B-PER O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O
[cookbook]	如何做芝麻糊。。可乐鸡翅怎么做呀晚点告诉我。	O O O O O O O O O O O O O O O O O O O O O O
[music, poetry]	搜索电视剧插曲。背首绝句的。	O O O O O O O O O O O O O O
[poetry, map]	读句诗来听听。。南京火车站到南京农业大学	O O O O O O O O B-LOC I-LOC I-LOC I-LOC I-LOC O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
[news, poetry]	今天的新闻有什么？。背将进酒。	O O O O O O O O O O O O O O O
[stock, epg]	科大讯飞今天的股票。北京台有什么好电视	O O O O O O O O O O B-ORG I-ORG I-ORG O O O O O O
[cookbook]	的，酸菜鱼怎么做？怎么？。怎么做冰激凌？	O O O O O O O O O O O O O O O O O O O O
[chat, novel]	你除了喜欢我害羞的样子还喜欢我的什么呢。我要看现代重生小说	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
[schedule, music]	什么时候和张三去步行街。来一首夜夜夜	O O O O O B-PER I-PER O O O O O O O O O O O
[cookbook]	大骨汤的做法。。怎么做冰激凌？	O O O O O O O O O O O O O O O
[weather, map]	好今天天气怎么样。从新加坡花园怎么去宁溪路	O O O O O O O O O O B-LOC I-LOC I-LOC I-LOC I-LOC O O O B-LOC I-LOC I-LOC
[train, riddle]	查一下合肥到淮南明天的火车。再来一个脑筋急转弯	O O O B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O O O O O
[cookbook, chat]	坐宫保鸡丁需要哪些材料？。在哪吃	O O O O O O O O O O O O O O O O
[flight, video]	明天去桂林的航班。。看动物卡通	O O O B-LOC I-LOC O O O O O O O O O O
[lottery, telephone]	帮我查一下15选5开奖结果。给金华打电话	O O O O O O O O O O O O O O O B-PER I-PER O O O
[cookbook, message]	鱼香肉丝，怎么做得？。给张克达发短信	O O O O O O O O O O O O B-PER I-PER I-PER O O O
[epg, chat]	熊出没是几点开始播放。。都有啥啊	O O O O O O O O O O O O O O O O
[riddle, match]	给我搜索脑筋急转弯。。中超比赛，结果。	O O O O O O O O O O O B-ORG O O O O O O O
[website, video]	新浪汽车。我想看喜羊羊	B-ORG I-ORG I-ORG I-ORG O O O O O O O
[chat, stock]	直接点什么时候找到对的他。宏达高科的股票跌了没有	O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O O O O O O O
[chat, flight]	今天天气怎么。八月一号去上海的航班	O O O O O O O O O O O O B-LOC I-LOC O O O
[video, stock]	赛罗奥特曼。我想知道科大讯飞的市值	B-PER I-PER I-PER I-PER I-PER O O O O O O O O O O O O
[epg, telephone]	爱笑会议室什么时候播放。打电话给阿敏	O O O O O O O O O O O O O O O O B-PER I-PER
[tvchannel, cookbook]	就是很想看一下大众影院。红烧猪蹄怎么做	O O O O O O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O
[weather, chat]	查看一下天气预报。什么新闻呢	O O O O O O O O O O O O O O
[chat]	我帮妈妈洗什么。杜雨萌学姐是谁	O O O O O O O O B-PER I-PER I-PER O O O O
[video, flight]	影视流星花园。从厦门到昆明的飞机	O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O
[epg, weather]	给我搜搜什么电视台什么时间有转播神探高伦布。保定天气	O O O O O O O O O O O O O O O O O O B-PER I-PER I-PER O B-LOC I-LOC O O
[stock]	查询三一重工股票。查询洛阳钼业的股票	O O B-ORG I-ORG I-ORG I-ORG O O O O O B-ORG I-ORG I-ORG I-ORG O O O
[radio, tvchannel]	麻烦您能否帮我调频97.1汉中音乐广播电台。中央台五套	O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG O O
[stock, chat]	查询东吴证券的股票。为什么要想你	O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O
[tvchannel, chat]	中国教育电视台三台。你在什么地方	B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O
[app, radio]	嗯打开相机。调频到fm八九八	O O O O O O O O O O O O O O
[video, flight]	帮我打开步步惊心。明天去桂林的航班。	O O O O O O O O O O O O B-LOC I-LOC O O O O
[chat, schedule]	能安慰安慰我吗。明早8:10闹钟。	O O O O O O O O O O O O O O O O O
[telephone, tvchannel]	拨打陈艾电话。哦我想看中央一台	O O B-PER I-PER O O O O O O O B-ORG I-ORG I-ORG I-ORG
[calc, riddle]	45的三次方。脑筋急转弯呗！	O O O O O O O O O O O O O O
[train, datetime]	洛阳至西安的火车。还有多少分钟12点	B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O O O
[cookbook, novel]	你酸辣土豆丝怎么做？。我要看古言小说	O O O O O O O O O O O O O O O O O O
[music, video]	我想听11年，这首歌哦。。我想看周星驰的喜剧电影喜剧之王	O O O O O O O O O O O O O O O O B-PER I-PER I-PER O O O O O O O O O
[video, map]	我想看董浩配音的动漫。导航去科大讯飞	O O O B-PER I-PER O O O O O O O O O O O O O
[poetry, cookbook]	背一下春晓孟浩然。。鱼香肉丝，怎么做？不？	O O O O O B-PER I-PER I-PER O O O O O O O O O O O O O
[translation, video]	我正在睡觉用英语怎么说。我想看斯皮尔伯格导演的电影	O O O O O O O O O O O O O O O B-PER I-PER I-PER I-PER I-PER O O O O O
[cookbook, novel]	我想知道皮蛋瘦肉粥是怎么做的。我要看古典仙侠小说	O O O O O O O O O O O O O O O O O O O O O O O O
[video, chat]	狄仁杰之通天帝国视频。你告诉我为什么	B-PER I-PER I-PER O O O O O O O O O O O O O O O
[chat, poetry]	你为啥叫笨笨。老朗诵首古诗。	O O O O O O O O O O O O O O
[chat]	你认识吗。你有男朋友吗	O O O O O O O O O O O
[stock, contacts]	查寻科大讯飞的股。新建联系人姓名张三号码一二三四五六七八	O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O
[cookbook]	恩，红烧土豆怎么做我想学？。凉拌海蜇怎么做好吃？	O O O O O O O O O O O O O O O O O O O O O O O O
[stock, match]	伊利股份股票。中超比赛时间多少啊？	B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O
[weather, translation]	天气南京。你叫什么名字英文怎么说	O O B-LOC I-LOC O O O O O O O O O O O O
[train, match]	查一下苏州到洛阳的火车票。北京国安的赛程。	O O O B-LOC I-LOC O B-LOC I-LOC O O O O O B-ORG I-ORG I-ORG I-ORG O O O O
[novel, cookbook]	我要看魔幻学院小说。做鱼怎么做？	O O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O
[map, cookbook]	我所在地理位置。四喜丸子怎么做？	O O O O O O O O B-ORG I-ORG O O O O O O
[chat, video]	你有压力吗。最近有什么好看电影了？	O O O O O O O O O O O O O O O O O
[train, stock]	有上海到昆山的火车吗。股票零零零零零二	O B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O O O
[video, tvchannel]	五号特工组。电视台列表	B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O
[music, news]	我要听劝化这首歌。听新闻，姨。	O O O O O O O O O O O O O O O
[bus, schedule]	上海到合肥可以到哪坐车。清空提醒	B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O
[chat, stock]	你能安慰我吗。五零零零零五的市值高不高	O O O O O O O O O O O O O O O O O O O
[video, news]	知青。最近有什么热门新闻了。	O O O O O O O O O O O O O O
[map, video]	宁波机场在哪里。最近的科幻大片儿，有什么？	B-LOC I-LOC I-LOC I-LOC O O O O O O O O O O O O O O O O O
[video, chat]	来一个选秀节目。怎么找女朋友	O O O O O O O O O O O O O O
[epg, chat]	今天湖南卫视的电子节目单。你认识xx吗	O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O
[map, app]	带我去新都会。打开系统软件清理	O O O B-ORG I-ORG I-ORG O O O O O O O O O
[chat]	周末去哪玩。哎，你还是没有上下文啊	O O O O O O O O O O O O O O O O O
[telephone, video]	打电话到飞云。陈真	O O O O B-ORG I-ORG O B-PER I-PER
[cookbook, flight]	怎么做煎饼？。南昌到广州飞机票	O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O
[map, cookbook]	昆山大润发在哪里。西兰花怎么做？	B-LOC I-LOC O O O O O O O O O O O O O O
[flight, chat]	明天去深圳的飞机。完了你和多了你在哪里自己都不知道咯	O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O
[novel, cookbook]	我要看游戏异界小说。花格等蛋的做法。	O O O O O O O O O O O O O O O O O O
[epg, train]	我回去看昨天晚上播出的爸爸去哪儿31频道。去广州的火车票	O O O O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O O O O
[chat, lottery]	你喜欢喝什么茶呀。双色球的开奖号码是多少？	O O O O O O O O O O O O O O O O O O O O O
[novel, cookbook]	我要看灵异推理小说。田螺怎么炒啊？	O O O O O O O O O O O O O O O O O
[contacts, riddle]	把许琦彪的号码发给徐鹏。我要猜字谜不笨有答案。	O B-PER I-PER I-PER O O O O O B-PER I-PER O O O O O O O O O O O O
[app, health]	帮我开捕鱼达人。肩周炎，要怎么治疗。	O O O O O O O O O O O O O O O O O O
[chat, music]	那你梦想是什么呢。来一首宝贝对不起	O O O O O O O O O O O O O O O O O
[poetry, chat]	我要听宋词。。卖啥呀	O O O O O O O O O O
[chat, weather]	刚才你说你叫啥来着。查看武汉天气	O O O O O O O O O O O O B-LOC I-LOC O O
[chat, novel]	你知道小宝宝上幼儿园哭吗。网上最火的小说有哪些	O O O O O O O O O O O O O O O O O O O O O O O
[stock, chat]	查询洛阳钼业的股票。是谁开发了你	O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O
[chat, map]	你爱玩吗那我也不要听你话了吗。查一下到长途汽车站去的最省钱的线路	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
[website, chat]	apple。你喜欢吃便便吗	O O O O O O O O O O O O O
[email, message]	我想全部回应。发短信给贤想快点给我送早饭开门我饿死了	O O O O O O O O O O O B-PER O O O O O O O O O O O O O O
[news, chat]	最近有什么热门新闻了。。你在哪里上学啊	O O O O O O O O O O O O O O O O O O O
[poetry, cookbook]	那就来一首李白的诗词吗？。意大利面。	O O O O O B-PER I-PER O O O O O O B-LOC I-LOC I-LOC O O
[chat]	哪个饭店好吃。企鹅啥	O O O O O O O O O O
[riddle, epg]	来个字谜吗？。今天湖南卫视的电子节目单	O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O O O O O O
[cookbook, poetry]	排骨堡汤的做法。。李白的诗词	O O O O O O O O O B-PER I-PER O O O
[chat, weather]	我也是总是困怎么办。罗山天气	O O O O O O O O O O B-LOC I-LOC O O
[riddle, music]	讲一个谜语和答案。。随便给我放几首歌	O O O O O O O O O O O O O O O O O O
[datetime, telephone]	还有多少天过年。打电话给三路店	O O O O O O O O O O O O B-LOC I-LOC I-LOC
[app, train]	瓷我要上QQ。帮我查一下赣州到南昌的火车票	O O O O O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O
[poetry, chat]	床前明月光下一句是怎么说。你有什么梦想啊	O O O O O O O O O O O O O O O O O O O O
[stock, datetime]	六零零零三六昨天的涨跌幅情况。查询日期	O O O O O O O O O O O O O O O O O O O
[match, video]	中超A组比赛结果分别是多少。我想看变形金刚三	B-LOC O O O O O O O O O O O O O O O O O O O O O
[cookbook, weather]	小杰炖蘑菇怎么做？。好今天天气怎么样	B-PER I-PER O O O O O O O O O O O O O O O O
[tvchannel, epg]	海南旅游卫视。现在有什么好看的电视剧？	B-LOC I-LOC O O O O O O O O O O O O O O O O O
[telephone, chat]	给高兴打电话。我说不怎么喜欢吃辣的	O O O O O O O O O O O O O O O O O
[datetime, flight]	看看现在几点几分。八月一号去上海的航班	O O O O O O O O O O O O O O B-LOC I-LOC O O O
[chat, app]	是说我好吗我逗你玩儿。查找通讯录	O O O O O O O O O O O O O O O O
[video, chat]	看看最近有什么电影？。你哪人啊	O O O O O O O O O O O O O O O
[bus, weather]	昭通到南昌的汽车。。罗山天气	O I-LOC O B-LOC I-LOC O O O O O B-LOC I-LOC O O
[video, cookbook]	小兵张嘎电影儿。烤肉串。	O O B-PER I-PER O O O O O O O O
[bus, train]	从聊城到东营的车。。查下温州到杭州的火车票	O B-LOC I-LOC O B-LOC I-LOC O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O
[chat, cookbook]	能告诉我你的性别么。说话，给我搜一下做苹果麦片粥是怎么做啊？	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
[poetry, epg]	朗读咏雪。书画频道上周六有开始非诚勿扰么	O O O O O O O O O O O O O O O O O O O O
[train, flight]	查一下杭州到鹰潭的火车票。从威海到苏州的飞机	O O O B-LOC I-LOC O B-LOC I-LOC O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O
[epg, chat]	搜索湖南卫视直播。。你知道水吗	O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O
[tvchannel, video]	电视台列表。我要当八路军	O O O O O O O O O B-ORG I-ORG I-ORG
[video, stock]	正者无敌。中国工商银行的股票	O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O
[chat, cookbook]	这是谁唱的歌？。烤肉串。	O O O O O O O O O O O O
[website, stock]	把我打开淘宝的网页。零零二三零六的股票	O O O O B-ORG I-ORG O O O O O O O O O O O O O
[bus, map]	长沙到怀化的汽车。。到鼓楼怎么走	B-LOC I-LOC O B-LOC I-LOC O O O O O O B-LOC I-LOC O O O
[video, telephone]	我的幸福。打电话给摩托老师	O O O O O O O O O O O O O
[music, datetime]	来首只爱你一个。。还有多少分钟12点	O O O O O O O O O O O O O O O O O O
[poetry]	来is，来一首采莲。。思春夜喜雨下一句是。	O B-ORG I-ORG O O O O O O O O O O O O O O O O O O
[train]	潍坊到济南的火车票。明天广州到北京的火车	B-LOC I-LOC O B-LOC I-LOC O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O
[cookbook, epg]	怎么做鱼呢？。熊出没是几点开始播放。	O O O O O O O O O O O O O O O O O O
[health, train]	怎么治疗口腔溃疡呃呃呃。查一下合肥到淮南明天的火车	O O O O O O O O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O O
[music, flight]	帮我查一下周杰伦的歌。青岛到广州航班	O O O O O B-PER I-PER I-PER O O O B-LOC I-LOC O B-LOC I-LOC O O
[cookbook, video]	炒四季豆。。花开半夏	O O O O O O O O O O
[cookbook, weather]	怎么做炸鸡。我想知道深圳明天的天气	O O O O O O O O O O B-LOC I-LOC O O O O O
[translation, epg]	西红柿用英语怎么说。给我看看什么时候有播盛夏晚晴天	O O O O O O O O O O O O O O O O O O O O O O O O O
[telephone, epg]	打电话零九一零二五六五三五四。中央一套什么时候有建党伟业	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
[cookbook, train]	鱼香肉丝肉怎么做？。去枣庄的火车	O O O O O O O O O O O B-LOC I-LOC O O O
[chat, message]	说说吗。给刘三发短信说我今天没有空	O O O O O B-PER I-PER O O O O O O O O O O
[chat, music]	你喜欢吃便便吗。搜索歌曲公路	O O O O O O O O O O O O O O
[translation, epg]	书包用英语怎么说。前两个星期时代出行有播X女特工呢	O O O O O O O O O O O O O O O O O O O O O O O O O
[chat, tvchannel]	对了吗。我想看高尔夫网球频道	O O O O O O O O O O O O O O
[flight, chat]	八月一号去上海的航班。啥时候长大啊	O O O O O B-LOC I-LOC O O O O O O O O O O
[translation, video]	我想打你英语怎么说。有什么新电影	O O O O O O O O O O O O O O O O
[chat, contacts]	不怕啥。把李文鼎的号码发给谢服全	O O O O O B-PER I-PER I-PER O O O O O B-PER I-PER I-PER
[schedule, map]	晚上8:10叫我起床。。广东省英德在哪里	O O O O O O O O O O O O B-LOC I-LOC I-LOC O O O O O
[contacts, poetry]	新建联系人张三电话号码一二三四五。请念一首毛泽东诗词。	O O O O O B-PER I-PER O O O O O O O O O O O O O O B-PER I-PER I-PER O O O
[weather, train]	查一下明天福州的天气。潜山到福州的火车	O O O O O B-LOC I-LOC O O O O O O O B-LOC I-LOC O O O
[cookbook, stock]	做鱼怎么做？。零零二三零六的股票	O O O O O O O O O O O O O O O O
[chat]	你不下去么。你不是人吧我怎么觉得你是人呢	O O O O O O O O O O O O O O O O O O O O
[poetry, flight]	搜搜一首毛泽东的诗。。贵阳到哈尔滨飞机	O O O O B-PER I-PER I-PER O O O O B-LOC I-LOC O B-LOC I-LOC I-LOC O O
[map, weather]	到薛城区怎么走。罗山天气	O B-LOC I-LOC I-LOC O O O O B-LOC I-LOC O O
[video, chat]	猫眼三姐妹。你知道我的名字吗	O O O O O O O O O O O O O O
[video, tvchannel]	电影私人定制。在线观看中央七套	O O O O O O O O O O O O O O O
[cookbook, message]	红薯粉的做法，了。。给张倩倩发短信	O O O O O O O O O O O B-PER I-PER I-PER O O O
[train, chat]	宿州到北京的火车有哪些。可是我不喜欢你了两个亿你你一点也不忙啥子	B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O
[cookbook]	鸭蛋怎么腌？。意大利面。	O O O O O O O B-LOC I-LOC I-LOC O O
[contacts, flight]	添加一条通讯录姓名葛勇手机号码189571642496。帮我查一下明天广州到北京的航班。	O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O
[chat, video]	哪年呀。我想看变形金刚三	O O O O O O O O O O O O
[chat, flight]	还是想知道你能做些什么。明天珠海到青岛的航班	O O O O O O O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O
[map]	到太湖怎么走。松江钢材城在哪里	O B-LOC I-LOC O O O O B-LOC I-LOC I-LOC I-LOC I-LOC O O O
[cookbook, telephone]	煲鸡汤呢。打电话给王安娜	O O O O O O O O O B-PER I-PER I-PER
[cookbook, video]	怎么做洋葱炒蛋？。亲爱的孟凯韬	O O O O O O O O O O O O B-PER I-PER I-PER
[lottery, chat]	帮我查一下今天开奖的15选5。怎么不懂讲晚安呢	O O O O O O O O O O O O O O O O O O O O O O O
[map, telephone]	合肥百货大楼在哪里。打电话到飞云	B-LOC I-LOC O O O O O O O O O O O O B-ORG I-ORG
[chat, map]	你信什么。导航去科大讯飞	O O O O O O O O O O O O
[chat, epg]	是的咯还是笨笨最好。咱们结婚吧什么时候播出	O O O O O O O O O O O O O O O O O O O O O
[cookbook]	土豆饼怎么做啊？。炒鸡蛋，需要，哪些材料？	O O O O O O O O O O O O O O O O O O O O O
[chat, video]	这么有趣啊。那么最近有什么好电影呢？	O O O O O O O O O O O O O O O O O O
[poetry, music]	给我背一首满江红。。来一首宝贝对不起	O O O O O O O O O O O O O O O O O O
[video, telephone]	薛平贵与王宝钏。打电话给张志国	B-PER I-PER I-PER O B-PER I-PER I-PER O O O O O B-PER I-PER I-PER
[chat, weather]	西方谁可以谈笑风生。苍溪的天气	O O O O O O O O O O B-LOC I-LOC O O O
[chat]	我可以帮你吗。刚才你说你叫啥来着	O O O O O O O O O O O O O O O O
[chat, video]	你认识宫庆红么。我要当八路军	O O O B-PER I-PER I-PER O O O O O B-ORG I-ORG I-ORG
[weather, cookbook]	长春的天气。红烧猪蹄怎么做	O O O O O O O O O O O O O
[chat, train]	你认识徐俊吗。贵溪至泉州的火车票	O O O B-PER I-PER O O B-LOC I-LOC O B-LOC I-LOC O O O O
[video, schedule]	半夜不要照镜子。设定闹钟。	O O O O O O O O O O O O O
[tvchannel, flight]	东方台。明天回广州的航班	B-ORG I-ORG I-ORG O O O O B-LOC I-LOC O O O
[flight, chat]	查询一下明天广州到武汉的航班。都有啥啊	O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O O O O O
[weather, cookbook]	帮我查一下赣州的天气明天呢。肉沫茄子，怎么做？	O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O
[chat, video]	吃完饭之后干什么。刑侦电视剧	O O O O O O O O O O O O O O
[calc, app]	123和34的差等于多少。打开系统软件清理	O O O O O O O O O O O O O O O O O O O O O
[video]	看空霸。正者无敌	O O O O O O O O
[epg, lottery]	河南卫视节目单。。帮我查一下15选5开奖结果	B-LOC I-LOC I-ORG I-ORG O O O O O O O O O O O O O O O O O O
[website, cookbook]	幻剑书盟。怎么做煎饼？	B-ORG I-ORG I-ORG I-ORG O O O O O O O
[message, video]	发短信给叶少云晚上要不要出去玩。杨三姐告状	O O O O B-PER I-PER I-PER O O O O O O O O O B-PER I-PER I-PER O O
[tvchannel, epg]	哦我想看中央一台。安徽电视台12月18号晚上10:10的电视剧	O O O O B-ORG I-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O
[website, chat]	上山居网。力气大的蚂蚁在干什么	O O O O O O O O O O O O O O O
[cookbook]	葫芦鸡怎么做？。铁板烧怎么做？	O O O O O O O O O O O O O O O
[epg, poetry]	今天电影频道演什么。帮我来一首兰陵王。	O O O O O O O O O O O O O O O B-LOC I-LOC O O
[cookbook, chat]	花格等蛋的做法。。你能干嘛？	O O O O O O O O O O O O O O
[cinemas, chat]	我想知道环球影视明天播放什么电影。笨笨真的会聊天吗	O O O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O
[news, flight]	播放最近的新闻。。济南到汉中的飞机票	O O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O
[video, tvchannel]	喜羊羊与灰太。天津电视台的国际频道，拜托了哈	O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O B-ORG
[music, news]	我想听首歌。听新闻，姨。	O O O O O O O O O O O O
[calc, cookbook]	你知不知道三十四加六十五等于多少。怎么做水煮鱼店？	O O O O O O O O O O O O O O O O O O O O O O O O O
